Date,Market Cap,% Change
2023-02-06,3497700000,-1.87%
2023-02-03,3564500000,-2.32%
2023-02-02,3649300000,-0.49%
2023-02-01,3667300000,-0.26%
2023-01-31,3677000000,-0.05%
2023-01-30,3678700000,-0.97%
2023-01-27,3714600000,0.66%
2023-01-26,3690100000,-3.17%
2023-01-25,3810800000,3.18%
2023-01-24,3693400000,-1.13%
2023-01-23,3735800000,-1.88%
2023-01-20,3807500000,1.52%
2023-01-19,3750400000,0.26%
2023-01-18,3740600000,0.52%
2023-01-17,3721100000,-0.65%
2023-01-13,3745500000,0.88%
2023-01-12,3712900000,-0.53%
2023-01-11,3732500000,0.26%
2023-01-10,3722700000,-1.21%
2023-01-09,3768400000,-0.90%
2023-01-06,3802600000,1.97%
2023-01-05,3729200000,-1.85%
2023-01-04,3799300000,2.37%
2023-01-03,3711300000,-2.44%
2022-12-30,3804200000,1.04%
2022-12-29,3765100000,2.85%
2022-12-28,3660700000,-2.90%
2022-12-27,3770000000,2.85%
2022-12-23,3665600000,0.18%
2022-12-22,3659100000,-1.41%
2022-12-21,3711300000,3.93%
2022-12-20,3571100000,2.96%
2022-12-19,3468300000,-2.66%
2022-12-16,3562900000,1.06%
2022-12-15,3525400000,0.14%
2022-12-14,3520500000,4.40%
2022-12-13,3372100000,0.58%
2022-12-12,3352600000,1.03%
2022-12-09,3318300000,-6.87%
2022-12-08,3562900000,-2.27%
2022-12-07,3645800000,-0.36%
2022-12-06,3659000000,-0.67%
2022-12-05,3683700000,-1.63%
2022-12-02,3744700000,0.76%
2022-12-01,3716600000,2.08%
2022-11-30,3640900000,-0.36%
2022-11-29,3654000000,4.38%
2022-11-28,3500800000,0.19%
2022-11-25,3494200000,12.82%
2022-11-23,3097200000,25.84%
2022-11-22,2461300000,14.66%
2022-11-21,2146600000,-0.76%
2022-11-18,2163100000,2.26%
2022-11-17,2115300000,0.31%
2022-11-16,2108699999,-1.31%
2022-11-15,2136699999,-1.74%
2022-11-14,2174600000,-0.68%
2022-11-11,2189500000,1.15%
2022-11-10,2164700000,1.07%
2022-11-09,2141699999,-1.14%
2022-11-08,2166400000,-1.72%
2022-11-07,2204300000,3.48%
2022-11-04,2130199999,2.95%
2022-11-03,2069199999,-2.41%
2022-11-02,2120300000,-1.83%
2022-11-01,2159800000,0.38%
2022-10-31,2151600000,
2022-10-28,2151600000,-1.95%
2022-10-27,2194400000,0.98%
2022-10-26,2173000000,4.44%
2022-10-25,2080699999,2.27%
2022-10-24,2034600000,-1.98%
2022-10-21,2075800000,-0.08%
2022-10-20,2077400000,-0.47%
2022-10-19,2087300000,-1.71%
2022-10-18,2123600000,-1.22%
2022-10-17,2149900000,0.77%
2022-10-14,2133400000,0.23%
2022-10-13,2128500000,
2022-10-12,2128500000,-2.64%
2022-10-11,2186200000,-0.60%
2022-10-10,2199300000,-2.13%
2022-10-07,2247100000,0.37%
2022-10-06,2238900000,-0.80%
2022-10-05,2257000000,-0.08%
2022-10-04,2258700000,2.31%
2022-10-03,2207600000,0.98%
2022-09-30,2186200000,3.19%
2022-09-29,2118600000,1.26%
2022-09-28,2092300000,-0.78%
2022-09-27,2108699999,-0.93%
2022-09-26,2128500000,-1.15%
2022-09-23,2153200000,-3.08%
2022-09-22,2221700000,1.11%
2022-09-21,2197300000,-3.09%
2022-09-20,2267400000,-1.49%
2022-09-19,2301600000,-0.21%
2022-09-16,2306500000,-2.28%
2022-09-15,2360300000,-1.36%
2022-09-14,2392900000,1.17%
2022-09-13,2365200000,-4.29%
2022-09-12,2471100000,5.06%
2022-09-09,2352100000,0.28%
2022-09-08,2345600000,-1.17%
2022-09-07,2373300000,0.76%
2022-09-06,2355400000,7.27%
2022-09-02,2195700000,0.53%
2022-09-01,2184200000,-0.30%
2022-08-31,2190800000,1.44%
2022-08-30,2159800000,1.38%
2022-08-29,2130400000,-0.54%
2022-08-26,2141900000,-3.17%
2022-08-25,2212000000,1.12%
2022-08-24,2187500000,0.07%
2022-08-23,2185900000,1.13%
2022-08-22,2161400000,-3.07%
2022-08-19,2229900000,-1.58%
2022-08-18,2265700000,1.68%
2022-08-17,2228300000,6.97%
2022-08-16,2083199999,0.08%
2022-08-15,2081500000,-0.39%
2022-08-12,2089699999,4.40%
2022-08-11,2001700000,-3.69%
2022-08-10,2078300000,11.94%
2022-08-09,1856600000,-1.39%
2022-08-08,1882700000,0.35%
2022-08-05,1876200000,-1.20%
2022-08-04,1899000000,2.01%
2022-08-03,1861500000,2.15%
2022-08-02,1822400000,
2022-08-01,1822400000,0.36%
2022-07-29,1815900000,-0.09%
2022-07-28,1817500000,-1.06%
2022-07-27,1837000000,2.27%
2022-07-26,1796300000,-2.13%
2022-07-25,1835400000,1.07%
2022-07-22,1815900000,-1.33%
2022-07-21,1840300000,1.25%
2022-07-20,1817500000,-0.09%
2022-07-19,1819100000,1.27%
2022-07-18,1796300000,
2022-07-15,1796300000,2.23%
2022-07-14,1757200000,1.41%
2022-07-13,1732700000,-0.47%
2022-07-12,1740900000,1.62%
2022-07-11,1713200000,-2.05%
2022-07-08,1749000000,-1.11%
2022-07-07,1768600000,0.47%
2022-07-06,1760400000,-2.35%
2022-07-05,1802800000,0.55%
2022-07-01,1793000000,-1.08%
2022-06-30,1812600000,-1.33%
2022-06-29,1837000000,-0.79%
2022-06-28,1851700000,-0.18%
2022-06-27,1855000000,-1.64%
2022-06-24,1885900000,1.13%
2022-06-23,1864800000,-0.52%
2022-06-22,1874500000,-0.95%
2022-06-21,1892500000,1.40%
2022-06-17,1866400000,6.61%
2022-06-16,1750700000,-2.09%
2022-06-15,1788100000,1.38%
2022-06-14,1763700000,-2.26%
2022-06-13,1804400000,-4.32%
2022-06-10,1885900000,-4.14%
2022-06-09,1967400000,-2.98%
2022-06-08,2027800000,0.65%
2022-06-07,2014700000,0.16%
2022-06-06,2011500000,0.90%
2022-06-03,1993500000,-2.78%
2022-06-02,2050600000,0.16%
2022-06-01,2047300000,-1.57%
2022-05-31,2079900000,1.19%
2022-05-27,2055500000,0.72%
2022-05-26,2040800000,-3.77%
2022-05-25,2120699999,3.59%
2022-05-24,2047300000,-3.09%
2022-05-23,2112500000,-0.77%
2022-05-20,2128800000,
2022-05-19,2128800000,0.46%
2022-05-18,2119000000,-2.11%
2022-05-17,2164700000,1.92%
2022-05-16,2123900000,-1.66%
2022-05-13,2159800000,0.99%
2022-05-12,2138600000,
2022-05-11,2138600000,-1.94%
2022-05-10,2181000000,1.52%
2022-05-09,2148400000,-4.63%
2022-05-06,2252700000,-2.19%
2022-05-05,2303200000,-0.57%
2022-05-04,2316300000,0.21%
2022-05-03,2311400000,1.50%
2022-05-02,2277200000,3.18%
2022-04-29,2207100000,0.74%
2022-04-28,2190800000,0.60%
2022-04-27,2177700000,0.15%
2022-04-26,2174500000,-3.05%
2022-04-25,2242900000,2.53%
2022-04-22,2187500000,-2.75%
2022-04-21,2249400000,-1.92%
2022-04-20,2293500000,0.93%
2022-04-19,2272300000,-0.36%
2022-04-18,2280400000,0.65%
2022-04-14,2265700000,-1.00%
2022-04-13,2288600000,0.65%
2022-04-12,2273900000,-1.48%
2022-04-11,2308100000,-3.81%
2022-04-08,2399400000,0.20%
2022-04-07,2394500000,1.38%
2022-04-06,2361900000,0.55%
2022-04-05,2348900000,-1.23%
2022-04-04,2378200000,-0.75%
2022-04-01,2396100000,1.59%
2022-03-31,2358700000,-0.27%
2022-03-30,2365200000,-0.82%
2022-03-29,2384700000,-0.14%
2022-03-28,2388000000,2.95%
2022-03-25,2319500000,2.89%
2022-03-24,2254300000,
2022-03-23,2254300000,0.14%
2022-03-22,2251100000,0.73%
2022-03-21,2234800000,4.34%
2022-03-18,2141900000,2.66%
2022-03-17,2086400000,1.67%
2022-03-16,2052199999,0.64%
2022-03-15,2039200000,-0.24%
2022-03-14,2044100000,-0.47%
2022-03-11,2053800000,-0.63%
2022-03-10,2066900000,1.85%
2022-03-09,2029400000,1.06%
2022-03-08,2008200000,0.82%
2022-03-07,1991900000,-0.97%
2022-03-04,2011500000,-3.67%
2022-03-03,2088100000,-0.69%
2022-03-02,2102699999,0.62%
2022-03-01,2089699999,-4.68%
2022-02-28,2192300000,1.28%
2022-02-25,2164600000,1.38%
2022-02-24,2135199999,-0.46%
2022-02-23,2145000000,-0.68%
2022-02-22,2159700000,-0.68%
2022-02-18,2174400000,0.15%
2022-02-17,2171100000,-2.13%
2022-02-16,2218400000,0.08%
2022-02-15,2216700000,0.66%
2022-02-14,2202100000,-2.45%
2022-02-11,2257500000,-1.63%
2022-02-10,2295000000,2.40%
2022-02-09,2241200000,0.44%
2022-02-08,2231400000,0.96%
2022-02-07,2210200000,0.37%
2022-02-04,2202100000,
2022-02-03,2202100000,-1.24%
2022-02-02,2229800000,-0.58%
2022-02-01,2242800000,0.22%
2022-01-31,2237900000,1.40%
2022-01-28,2207000000,0.90%
2022-01-27,2187400000,1.59%
2022-01-26,2153200000,-0.30%
2022-01-25,2159700000,-2.00%
2022-01-24,2203700000,0.07%
2022-01-21,2202100000,-1.53%
2022-01-20,2236300000,-1.65%
2022-01-19,2273800000,-0.78%
2022-01-18,2291700000,-0.78%
2022-01-14,2309700000,-2.27%
2022-01-13,2363400000,-1.16%
2022-01-12,2391200000,-0.94%
2022-01-11,2414000000,0.68%
2022-01-10,2397700000,-0.34%
2022-01-07,2405800000,-0.81%
2022-01-06,2425400000,1.85%
2022-01-05,2381400000,-0.34%
2022-01-04,2389500000,-0.14%
2022-01-03,2392800000,3.09%
2021-12-31,2321100000,-0.14%
2021-12-30,2324300000,0.21%
2021-12-29,2319400000,-1.39%
2021-12-28,2352000000,0.14%
2021-12-27,2348800000,1.27%
2021-12-23,2319400000,1.50%
2021-12-22,2285200000,-0.43%
2021-12-21,2295000000,0.72%
2021-12-20,2278700000,
2021-12-17,2278700000,0.43%
2021-12-16,2268900000,-0.71%
2021-12-15,2285200000,-1.47%
2021-12-14,2319400000,-1.46%
2021-12-13,2353700000,-2.10%
2021-12-10,2404200000,-1.73%
2021-12-09,2446600000,-1.31%
2021-12-08,2479200000,-0.78%
2021-12-07,2498700000,2.06%
2021-12-06,2448200000,0.67%
2021-12-03,2431900000,
2021-12-02,2431900000,0.40%
2021-12-01,2422100000,-3.57%
2021-11-30,2511800000,-0.26%
2021-11-29,2518300000,-0.26%
2021-11-26,2524800000,0.39%
2021-11-24,2515000000,-1.66%
2021-11-23,2557400000,1.09%
2021-11-22,2529700000,-0.51%
2021-11-19,2542700000,-0.83%
2021-11-18,2563900000,-1.19%
2021-11-17,2594900000,0.13%
2021-11-16,2591600000,-0.75%
2021-11-15,2611200000,
2021-11-12,2611200000,-1.17%
2021-11-11,2642100000,0.49%
2021-11-10,2629100000,-1.83%
2021-11-09,2678000000,0.06%
2021-11-08,2676400000,0.49%
2021-11-05,2663300000,2.19%
2021-11-04,2606300000,0.13%
2021-11-03,2603000000,-1.36%
2021-11-02,2638900000,-2.47%
2021-11-01,2705700000,1.90%
2021-10-29,2655200000,-0.06%
2021-10-28,2656800000,0.31%
2021-10-27,2648700000,0.25%
2021-10-26,2642100000,0.81%
2021-10-25,2621000000,-0.74%
2021-10-22,2640500000,-1.22%
2021-10-21,2673100000,-1.03%
2021-10-20,2700800000,
2021-10-19,2700800000,-0.36%
2021-10-18,2710600000,0.12%
2021-10-15,2707300000,0.61%
2021-10-14,2691000000,0.36%
2021-10-13,2681300000,-0.18%
2021-10-12,2686100000,2.61%
2021-10-11,2617700000,-2.49%
2021-10-08,2684500000,-2.49%
2021-10-07,2753000000,-0.29%
2021-10-06,2761100000,-13.66%
2021-10-05,3198000000,-0.25%
2021-10-04,3206100000,-1.55%
2021-10-01,3256600000,3.15%
2021-09-30,3157200000,-1.33%
2021-09-29,3199600000,-0.25%
2021-09-28,3207700000,-4.00%
2021-09-27,3341400000,2.65%
2021-09-24,3255000000,3.05%
2021-09-23,3158800000,4.93%
2021-09-22,3010500000,1.82%
2021-09-21,2956700000,2.03%
2021-09-20,2898000000,-1.14%
2021-09-17,2931300000,2.10%
2021-09-16,2871000000,0.57%
2021-09-15,2854700000,-1.41%
2021-09-14,2895400000,0.45%
2021-09-13,2882400000,2.37%
2021-09-10,2815600000,
2021-09-09,2815600000,0.88%
2021-09-08,2791100000,-0.29%
2021-09-07,2799300000,-0.69%
2021-09-03,2818800000,0.06%
2021-09-02,2817200000,-1.93%
2021-09-01,2872600000,2.26%
2021-08-31,2809100000,-1.71%
2021-08-30,2858000000,-4.10%
2021-08-27,2980200000,5.85%
2021-08-26,2815600000,-0.11%
2021-08-25,2818800000,-3.35%
2021-08-24,2916600000,1.24%
2021-08-23,2880800000,1.03%
2021-08-20,2851400000,2.28%
2021-08-19,2787900000,-0.23%
2021-08-18,2794400000,1.78%
2021-08-17,2745500000,-0.88%
2021-08-16,2770000000,-0.06%
2021-08-13,2771600000,0.65%
2021-08-12,2753700000,2.30%
2021-08-11,2691800000,1.04%
2021-08-10,2664100000,0.80%
2021-08-09,2642900000,-0.49%
2021-08-06,2655900000,0.49%
2021-08-05,2642900000,2.01%
2021-08-04,2590700000,
2021-08-03,2590700000,-1.61%
2021-08-02,2633100000,0.50%
2021-07-30,2620100000,0.69%
2021-07-29,2602100000,0.19%
2021-07-28,2597200000,0.89%
2021-07-27,2574400000,0.25%
2021-07-26,2567900000,-0.88%
2021-07-23,2590700000,0.95%
2021-07-22,2566300000,0.96%
2021-07-21,2541800000,3.58%
2021-07-20,2453900000,2.17%
2021-07-19,2401700000,-2.39%
2021-07-16,2460400000,
2021-07-15,2460400000,0.60%
2021-07-14,2445700000,1.01%
2021-07-13,2421300000,-1.26%
2021-07-12,2452200000,0.20%
2021-07-09,2447300000,0.74%
2021-07-08,2429400000,-0.20%
2021-07-07,2434300000,-0.99%
2021-07-06,2458700000,-1.57%
2021-07-02,2497900000,0.26%
2021-07-01,2491300000,0.66%
2021-06-30,2475000000,-0.13%
2021-06-29,2478300000,-0.33%
2021-06-28,2486400000,-1.74%
2021-06-25,2530400000,0.19%
2021-06-24,2525600000,0.19%
2021-06-23,2520700000,0.39%
2021-06-22,2510900000,-0.58%
2021-06-21,2525600000,-0.26%
2021-06-18,2532100000,0.72%
2021-06-17,2514100000,-0.19%
2021-06-16,2519000000,
2021-06-15,2519000000,-0.26%
2021-06-14,2525600000,-1.59%
2021-06-11,2566300000,0.38%
2021-06-10,2556500000,0.25%
2021-06-09,2550000000,-0.82%
2021-06-08,2571200000,0.77%
2021-06-07,2551600000,0.06%
2021-06-04,2550000000,-1.70%
2021-06-03,2594000000,1.73%
2021-06-02,2550000000,
2021-06-01,2550000000,0.13%
2021-05-28,2546700000,-1.20%
2021-05-27,2577700000,-1.06%
2021-05-26,2605400000,2.83%
2021-05-25,2533700000,-0.83%
2021-05-24,2554900000,0.90%
2021-05-21,2532100000,-0.26%
2021-05-20,2538600000,-0.26%
2021-05-19,2545100000,-1.64%
2021-05-18,2587500000,-0.12%
2021-05-17,2590700000,0.63%
2021-05-14,2574400000,3.00%
2021-05-13,2499500000,-1.03%
2021-05-12,2525600000,-3.00%
2021-05-11,2603800000,-0.62%
2021-05-10,2620100000,-3.36%
2021-05-07,2711300000,0.91%
2021-05-06,2686900000,-1.37%
2021-05-05,2724300000,-2.45%
2021-05-04,2792800000,-1.89%
2021-05-03,2846500000,-1.47%
2021-04-30,2888900000,-0.06%
2021-04-29,2890500000,3.14%
2021-04-28,2802600000,2.75%
2021-04-27,2727600000,-0.89%
2021-04-26,2752000000,4.26%
2021-04-23,2639600000,-0.67%
2021-04-22,2657500000,-1.39%
2021-04-21,2695000000,1.97%
2021-04-20,2642900000,-6.02%
2021-04-19,2812300000,6.74%
2021-04-16,2634700000,-0.80%
2021-04-15,2655900000,1.56%
2021-04-14,2615200000,-1.23%
2021-04-13,2647800000,-0.79%
2021-04-12,2668900000,-0.85%
2021-04-09,2691800000,0.12%
2021-04-08,2688500000,-1.55%
2021-04-07,2730900000,
2021-04-06,2730900000,2.70%
2021-04-05,2659200000,0.50%
2021-04-01,2646100000,3.17%
2021-03-31,2564700000,-0.38%
2021-03-30,2574400000,-0.94%
2021-03-29,2598900000,-1.24%
2021-03-26,2631500000,-3.92%
2021-03-25,2739000000,-2.67%
2021-03-24,2814000000,0.94%
2021-03-23,2787900000,-1.21%
2021-03-22,2822100000,-1.20%
2021-03-19,2856300000,-1.13%
2021-03-18,2888900000,-2.96%
2021-03-17,2976900000,-3.23%
2021-03-16,3076300000,0.64%
2021-03-15,3056700000,2.74%
2021-03-12,2975300000,-9.29%
2021-03-11,3280000000,0.95%
2021-03-10,3249000000,-0.15%
2021-03-09,3253900000,-0.15%
2021-03-08,3258800000,1.01%
2021-03-05,3226200000,5.15%
2021-03-04,3068100000,-3.63%
2021-03-03,3183800000,5.11%
2021-03-02,3029000000,-1.59%
2021-03-01,3077900000,0.10%
2021-02-26,3074700000,7.28%
2021-02-25,2866100000,0.80%
2021-02-24,2843300000,0.69%
2021-02-23,2823700000,1.34%
2021-02-22,2786300000,4.97%
2021-02-19,2654300000,1.43%
2021-02-18,2616800000,-1.95%
2021-02-17,2668900000,-0.97%
2021-02-16,2695000000,6.43%
2021-02-12,2532100000,-1.02%
2021-02-11,2558100000,-0.76%
2021-02-10,2577700000,-0.69%
2021-02-09,2595600000,-2.03%
2021-02-08,2649400000,1.44%
2021-02-05,2611900000,3.29%
2021-02-04,2528800000,2.24%
2021-02-03,2473400000,-0.59%
2021-02-02,2488100000,3.46%
2021-02-01,2405000000,2.43%
2021-01-29,2348000000,-1.23%
2021-01-28,2377300000,-1.22%
2021-01-27,2406600000,-2.70%
2021-01-26,2473400000,-0.72%
2021-01-25,2491300000,-0.52%
2021-01-22,2504400000,-3.27%
2021-01-21,2589100000,-1.36%
2021-01-20,2624900000,0.50%
2021-01-19,2611900000,-1.53%
2021-01-15,2652600000,-1.03%
2021-01-14,2680300000,0.30%
2021-01-13,2672200000,-0.90%
2021-01-12,2696600000,-0.84%
2021-01-11,2719500000,-0.89%
2021-01-08,2743900000,-1.12%
2021-01-07,2774900000,0.18%
2021-01-06,2770000000,3.47%
2021-01-05,2677100000,-0.24%
2021-01-04,2683600000,-1.61%
2020-12-31,2727600000,1.95%
2020-12-30,2675500000,0.37%
2020-12-29,2665700000,-2.91%
2020-12-28,2745500000,1.32%
2020-12-24,2709700000,0.18%
2020-12-23,2704800000,2.79%
2020-12-22,2631500000,-0.80%
2020-12-21,2652600000,-1.34%
2020-12-18,2688500000,-1.73%
2020-12-17,2735700000,0.78%
2020-12-16,2714600000,0.79%
2020-12-15,2693400000,0.79%
2020-12-14,2672200000,1.93%
2020-12-11,2621700000,0.25%
2020-12-10,2615200000,-0.92%
2020-12-09,2639600000,-1.82%
2020-12-08,2688500000,0.18%
2020-12-07,2683600000,0.37%
2020-12-04,2673800000,2.95%
2020-12-03,2597200000,-1.36%
2020-12-02,2633100000,2.48%
2020-12-01,2569500000,1.81%
2020-11-30,2523900000,-1.90%
2020-11-27,2572800000,-2.53%
2020-11-25,2639600000,0.31%
2020-11-24,2631500000,4.67%
2020-11-23,2514100000,2.05%
2020-11-20,2463600000,-2.71%
2020-11-19,2532100000,1.24%
2020-11-18,2501100000,-2.17%
2020-11-17,2556500000,-0.44%
2020-11-16,2567900000,1.22%
2020-11-13,2537000000,1.83%
2020-11-12,2491300000,-0.52%
2020-11-11,2504400000,0.39%
2020-11-10,2494600000,-0.20%
2020-11-09,2499500000,10.76%
2020-11-06,2256700000,-0.43%
2020-11-05,2266500000,1.53%
2020-11-04,2232300000,1.86%
2020-11-03,2191500000,0.30%
2020-11-02,2185000000,-1.83%
2020-10-30,2225700000,0.44%
2020-10-29,2216000000,1.04%
2020-10-28,2193200000,-3.17%
2020-10-27,2264900000,-0.36%
2020-10-26,2273000000,-2.58%
2020-10-23,2333300000,0.99%
2020-10-22,2310500000,-2.61%
2020-10-21,2372400000,8.22%
2020-10-20,2192100000,-1.19%
2020-10-19,2218400000,-2.39%
2020-10-16,2272700000,-0.93%
2020-10-15,2294100000,-1.69%
2020-10-14,2333600000,-0.63%
2020-10-13,2348500000,-1.24%
2020-10-12,2378100000,1.05%
2020-10-09,2353400000,-1.99%
2020-10-08,2401100000,3.11%
2020-10-07,2328700000,-0.49%
2020-10-06,2340200000,-1.18%
2020-10-05,2368200000,-1.23%
2020-10-02,2397800000,0.34%
2020-10-01,2389600000,-0.14%
2020-09-30,2392900000,-0.41%
2020-09-29,2402800000,-1.08%
2020-09-28,2429100000,-0.27%
2020-09-25,2435700000,1.72%
2020-09-24,2394500000,-1.02%
2020-09-23,2419200000,-2.65%
2020-09-22,2485000000,-1.05%
2020-09-21,2511400000,-2.86%
2020-09-18,2585400000,-3.86%
2020-09-17,2689100000,-0.55%
2020-09-16,2703900000,0.49%
2020-09-15,2690800000,0.74%
2020-09-14,2671000000,-0.25%
2020-09-11,2677600000,-0.67%
2020-09-10,2695700000,-0.85%
2020-09-09,2718700000,0.98%
2020-09-08,2692400000,8.13%
2020-09-04,2490000000,-1.11%
2020-09-03,2518000000,-1.61%
2020-09-02,2559100000,0.78%
2020-09-01,2539400000,0.33%
2020-08-31,2531100000,-0.71%
2020-08-28,2549200000,0.39%
2020-08-27,2539400000,0.33%
2020-08-26,2531100000,1.05%
2020-08-25,2504800000,0.73%
2020-08-24,2486700000,1.61%
2020-08-21,2447200000,-0.87%
2020-08-20,2468600000,-0.33%
2020-08-19,2476800000,-0.13%
2020-08-18,2480100000,1.34%
2020-08-17,2447200000,-2.04%
2020-08-14,2498200000,0.60%
2020-08-13,2483400000,0.60%
2020-08-12,2468600000,-0.40%
2020-08-11,2478500000,0.40%
2020-08-10,2468600000,-0.40%
2020-08-07,2478500000,-0.53%
2020-08-06,2491600000,0.06%
2020-08-05,2490000000,2.99%
2020-08-04,2417600000,1.17%
2020-08-03,2389600000,3.79%
2020-07-31,2302400000,-3.32%
2020-07-30,2381400000,-1.90%
2020-07-29,2427400000,-1.14%
2020-07-28,2455400000,-0.40%
2020-07-27,2465300000,0.27%
2020-07-24,2458700000,1.49%
2020-07-23,2422500000,-1.47%
2020-07-22,2458700000,-0.40%
2020-07-21,2468600000,
2020-07-20,2468600000,0.13%
2020-07-17,2465300000,-0.13%
2020-07-16,2468600000,-0.27%
2020-07-15,2475200000,-0.06%
2020-07-14,2476800000,-0.73%
2020-07-13,2494900000,0.93%
2020-07-10,2471900000,-0.53%
2020-07-09,2485000000,-3.39%
2020-07-08,2572300000,-2.19%
2020-07-07,2629900000,-1.66%
2020-07-06,2674300000,0.18%
2020-07-02,2669400000,2.99%
2020-07-01,2592000000,-0.51%
2020-06-30,2605200000,3.40%
2020-06-29,2519600000,1.39%
2020-06-26,2485000000,-2.90%
2020-06-25,2559100000,0.26%
2020-06-24,2552500000,-2.08%
2020-06-23,2606800000,-0.38%
2020-06-22,2616700000,-1.97%
2020-06-19,2669400000,-1.58%
2020-06-18,2712200000,0.74%
2020-06-17,2692400000,1.36%
2020-06-16,2656200000,
2020-06-15,2656200000,0.37%
2020-06-12,2646300000,-0.25%
2020-06-11,2652900000,-2.42%
2020-06-10,2718700000,-3.39%
2020-06-09,2814200000,-2.73%
2020-06-08,2893200000,1.74%
2020-06-05,2843800000,-2.48%
2020-06-04,2916200000,1.55%
2020-06-03,2871800000,1.16%
2020-06-02,2838900000,3.29%
2020-06-01,2748400000,0.42%
2020-05-29,2736800000,0.12%
2020-05-28,2733600000,-0.30%
2020-05-27,2741800000,5.18%
2020-05-26,2606800000,0.96%
2020-05-22,2582100000,-1.45%
2020-05-21,2620000000,-3.10%
2020-05-20,2703900000,1.67%
2020-05-19,2659500000,-2.77%
2020-05-18,2735200000,3.55%
2020-05-15,2641400000,0.88%
2020-05-14,2618400000,0.25%
2020-05-13,2611800000,-4.40%
2020-05-12,2731900000,-1.19%
2020-05-11,2764800000,4.41%
2020-05-08,2648000000,1.77%
2020-05-07,2601900000,-0.38%
2020-05-06,2611800000,-1.61%
2020-05-05,2654600000,1.00%
2020-05-04,2628200000,-0.31%
2020-05-01,2636500000,-4.70%
2020-04-30,2766500000,1.63%
2020-04-29,2722000000,2.04%
2020-04-28,2667700000,4.38%
2020-04-27,2555800000,0.26%
2020-04-24,2549200000,-4.50%
2020-04-23,2669400000,-2.11%
2020-04-22,2727000000,2.73%
2020-04-21,2654600000,0.75%
2020-04-20,2634800000,-1.60%
2020-04-17,2677600000,8.32%
2020-04-16,2471900000,1.56%
2020-04-15,2434000000,-3.46%
2020-04-14,2521300000,2.41%
2020-04-13,2462000000,-0.27%
2020-04-09,2468600000,-0.79%
2020-04-08,2488300000,2.64%
2020-04-07,2424200000,0.89%
2020-04-06,2402800000,4.44%
2020-04-03,2300700000,-4.64%
2020-04-02,2412600000,2.66%
2020-04-01,2350100000,-5.12%
2020-03-31,2476800000,-4.26%
2020-03-30,2587100000,0.90%
2020-03-27,2564000000,-1.77%
2020-03-26,2610100000,2.12%
2020-03-25,2555800000,3.53%
2020-03-24,2468600000,11.94%
2020-03-23,2205300000,0.83%
2020-03-20,2187200000,-0.74%
2020-03-19,2203600000,6.69%
2020-03-18,2065400000,-6.41%
2020-03-17,2206900000,5.92%
2020-03-16,2083500000,-11.65%
2020-03-13,2358300000,7.82%
2020-03-12,2187200000,-13.81%
2020-03-11,2537700000,-6.49%
2020-03-10,2713800000,2.55%
2020-03-09,2646300000,-5.86%
2020-03-06,2810900000,0.89%
2020-03-05,2786200000,-2.98%
2020-03-04,2871800000,1.51%
2020-03-03,2829000000,-5.13%
2020-03-02,2982100000,3.60%
2020-02-28,2878400000,-3.05%
2020-02-27,2968900000,-0.88%
2020-02-26,2995200000,0.89%
2020-02-25,2968900000,-5.05%
2020-02-24,3126900000,-1.50%
2020-02-21,3174600000,-0.26%
2020-02-20,3182800000,1.15%
2020-02-19,3146600000,-0.63%
2020-02-18,3166400000,0.21%
2020-02-14,3159800000,1.43%
2020-02-13,3115400000,-1.30%
2020-02-12,3156500000,-0.93%
2020-02-11,3186100000,1.36%
2020-02-10,3143300000,-1.09%
2020-02-07,3177900000,0.47%
2020-02-06,3163100000,-1.69%
2020-02-05,3217400000,1.35%
2020-02-04,3174600000,1.42%
2020-02-03,3130200000,2.42%
2020-01-31,3056100000,-2.21%
2020-01-30,3125200000,-0.05%
2020-01-29,3126900000,
2020-01-28,3126900000,0.16%
2020-01-27,3121900000,-0.42%
2020-01-24,3135100000,0.32%
2020-01-23,3125200000,-3.70%
2020-01-22,3245400000,-0.66%
2020-01-21,3266800000,-1.97%
2020-01-17,3332600000,-0.15%
2020-01-16,3337500000,-0.20%
2020-01-15,3344100000,0.54%
2020-01-14,3326000000,-0.64%
2020-01-13,3347400000,1.40%
2020-01-10,3301300000,0.45%
2020-01-09,3286500000,-0.60%
2020-01-08,3306300000,-1.03%
2020-01-07,3340800000,0.25%
2020-01-06,3332600000,-0.49%
2020-01-03,3349100000,2.16%
2020-01-02,3278300000,-0.05%
2019-12-31,3279900000,0.05%
2019-12-30,3278300000,0.56%
2019-12-27,3260200000,0.92%
2019-12-26,3230600000,0.10%
2019-12-24,3227300000,-0.56%
2019-12-23,3245400000,3.57%
2019-12-20,3133500000,0.58%
2019-12-19,3115400000,1.50%
2019-12-18,3069300000,0.97%
2019-12-17,3039700000,-0.43%
2019-12-16,3052800000,0.93%
2019-12-13,3024800000,0.22%
2019-12-12,3018300000,-0.49%
2019-12-11,3033100000,-0.54%
2019-12-10,3049500000,0.43%
2019-12-09,3036400000,-1.28%
2019-12-06,3075900000,2.24%
2019-12-05,3008400000,-0.60%
2019-12-04,3026500000,1.89%
2019-12-03,2970500000,-0.28%
2019-12-02,2978800000,-2.06%
2019-11-29,3041300000,-0.75%
2019-11-27,3064300000,11.23%
2019-11-26,2754900000,0.54%
