Date,Market Cap,% Change
2023-02-07,4324500000,-1.11%
2023-02-06,4373200000,-0.20%
2023-02-03,4382000000,-1.22%
2023-02-02,4436000000,-0.70%
2023-02-01,4467400000,0.97%
2023-01-31,4424600000,0.92%
2023-01-30,4384200000,-0.15%
2023-01-27,4390700000,-1.67%
2023-01-26,4465200000,0.92%
2023-01-25,4424600000,0.61%
2023-01-24,4397800000,-0.16%
2023-01-23,4404900000,-0.41%
2023-01-20,4423100000,2.22%
2023-01-19,4327000000,0.23%
2023-01-18,4317000000,-0.35%
2023-01-17,4332300000,-0.87%
2023-01-13,4370500000,0.85%
2023-01-12,4333600000,-1.61%
2023-01-11,4404400000,-1.22%
2023-01-10,4458600000,-0.14%
2023-01-09,4464700000,-0.10%
2023-01-06,4469100000,-0.18%
2023-01-05,4477100000,-1.34%
2023-01-04,4537700000,2.88%
2023-01-03,4410700000,-1.12%
2022-12-30,4460800000,1.02%
2022-12-29,4415800000,1.33%
2022-12-28,4357900000,-2.16%
2022-12-27,4454000000,0.83%
2022-12-23,4417300000,2.24%
2022-12-22,4320700000,2.74%
2022-12-21,4205600000,6.04%
2022-12-20,3965900000,1.99%
2022-12-19,3888500000,-0.26%
2022-12-16,3898500000,0.14%
2022-12-15,3893200000,-0.26%
2022-12-14,3903400000,-0.35%
2022-12-13,3917000000,0.06%
2022-12-12,3914600000,0.46%
2022-12-09,3896600000,-0.35%
2022-12-08,3910400000,0.87%
2022-12-07,3876800000,-1.69%
2022-12-06,3943300000,-1.63%
2022-12-05,4008500000,-0.15%
2022-12-02,4014600000,1.60%
2022-12-01,3951300000,-0.28%
2022-11-30,3962300000,1.77%
2022-11-29,3893200000,-0.45%
2022-11-28,3910900000,0.14%
2022-11-25,3905600000,4.40%
2022-11-23,3741100000,0.49%
2022-11-22,3722800000,3.06%
2022-11-21,3612100000,-0.08%
2022-11-18,3615000000,-0.98%
2022-11-17,3650600000,0.44%
2022-11-16,3634500000,0.98%
2022-11-15,3599200000,-0.80%
2022-11-14,3628200000,-0.53%
2022-11-11,3647600000,-0.13%
2022-11-10,3652300000,1.84%
2022-11-09,3586300000,-0.97%
2022-11-08,3621400000,-1.39%
2022-11-07,3672500000,1.60%
2022-11-04,3614500000,-0.80%
2022-11-03,3643700000,-1.37%
2022-11-02,3694400000,-2.09%
2022-11-01,3773400000,-0.98%
2022-10-31,3810700000,1.48%
2022-10-28,3755200000,2.38%
2022-10-27,3667800000,-0.74%
2022-10-26,3695000000,-0.77%
2022-10-25,3723800000,1.11%
2022-10-24,3683100000,0.66%
2022-10-21,3658900000,-0.58%
2022-10-20,3680200000,-0.97%
2022-10-19,3716300000,-0.15%
2022-10-18,3721700000,1.27%
2022-10-17,3674900000,2.42%
2022-10-14,3588200000,-5.24%
2022-10-13,3786800000,1.56%
2022-10-12,3728700000,-0.10%
2022-10-11,3732300000,0.86%
2022-10-10,3700600000,0.57%
2022-10-07,3679500000,8.21%
2022-10-06,3400400000,-1.72%
2022-10-05,3459800000,-0.59%
2022-10-04,3480400000,1.27%
2022-10-03,3436800000,3.81%
2022-09-30,3310800000,-0.86%
2022-09-29,3339400000,-2.18%
2022-09-28,3413700000,0.60%
2022-09-27,3393400000,0.68%
2022-09-26,3370400000,-2.84%
2022-09-23,3469000000,-1.65%
2022-09-22,3527100000,-2.13%
2022-09-21,3603700000,0.55%
2022-09-20,3584000000,-1.18%
2022-09-19,3626700000,-0.35%
2022-09-16,3639300000,-2.98%
2022-09-15,3751200000,-0.94%
2022-09-14,3786800000,0.62%
2022-09-13,3763300000,-2.30%
2022-09-12,3852000000,-0.73%
2022-09-09,3880300000,1.48%
2022-09-08,3823600000,-0.86%
2022-09-07,3856600000,0.91%
2022-09-06,3821700000,-0.20%
2022-09-02,3829500000,-0.32%
2022-09-01,3841800000,-1.06%
2022-08-31,3882800000,-0.06%
2022-08-30,3885200000,0.34%
2022-08-29,3871900000,-0.43%
2022-08-26,3888800000,-2.90%
2022-08-25,4005100000,-0.44%
2022-08-24,4023000000,-0.50%
2022-08-23,4043400000,-0.33%
2022-08-22,4056700000,-3.69%
2022-08-19,4212000000,1.83%
2022-08-18,4136200000,5.94%
2022-08-17,3904300000,-0.80%
2022-08-16,3935800000,1.57%
2022-08-15,3874800000,0.21%
2022-08-12,3866800000,1.79%
2022-08-11,3798900000,-0.12%
2022-08-10,3803300000,0.81%
2022-08-09,3772800000,-0.31%
2022-08-08,3784600000,1.31%
2022-08-05,3735700000,-1.64%
2022-08-04,3798000000,0.92%
2022-08-03,3763300000,0.80%
2022-08-02,3733500000,-1.02%
2022-08-01,3771800000,1.24%
2022-07-29,3725500000,-1.02%
2022-07-28,3763800000,-1.59%
2022-07-27,3824600000,0.84%
2022-07-26,3792900000,-0.58%
2022-07-25,3814900000,-0.11%
2022-07-22,3819000000,-0.12%
2022-07-21,3823600000,-0.94%
2022-07-20,3859700000,1.80%
2022-07-19,3791400000,3.19%
2022-07-18,3674200000,-0.38%
2022-07-15,3688200000,1.65%
2022-07-14,3628400000,-0.55%
2022-07-13,3648500000,0.81%
2022-07-12,3619200000,-0.23%
2022-07-11,3627400000,-0.27%
2022-07-08,3637300000,-0.89%
2022-07-07,3670100000,-0.90%
2022-07-06,3703500000,-1.89%
2022-07-05,3775000000,1.27%
2022-07-01,3727500000,1.89%
2022-06-30,3658200000,0.12%
2022-06-29,3653800000,-0.17%
2022-06-28,3660100000,-1.72%
2022-06-27,3724100000,-0.16%
2022-06-24,3729900000,1.95%
2022-06-23,3658400000,-0.67%
2022-06-22,3683100000,2.21%
2022-06-21,3603400000,-1.35%
2022-06-17,3652600000,3.29%
2022-06-16,3536100000,-4.66%
2022-06-15,3708800000,1.64%
2022-06-14,3649000000,-0.34%
2022-06-13,3661300000,-3.47%
2022-06-10,3792900000,-1.30%
2022-06-09,3842800000,-2.01%
2022-06-08,3921800000,-0.57%
2022-06-07,3944100000,-0.08%
2022-06-06,3947400000,-0.91%
2022-06-03,3983500000,-0.52%
2022-06-02,4004400000,2.12%
2022-06-01,3921300000,-1.22%
2022-05-31,3969700000,0.01%
2022-05-27,3969200000,0.28%
2022-05-26,3958300000,0.08%
2022-05-25,3955200000,2.29%
2022-05-24,3866800000,-3.61%
2022-05-23,4011600000,1.46%
2022-05-20,3953700000,0.42%
2022-05-19,3937300000,2.50%
2022-05-18,3841100000,0.35%
2022-05-17,3827800000,3.15%
2022-05-16,3711000000,-0.54%
2022-05-13,3731100000,0.61%
2022-05-12,3708600000,-0.82%
2022-05-11,3739300000,-0.92%
2022-05-10,3774000000,-0.49%
2022-05-09,3792400000,-3.83%
2022-05-06,3943300000,-3.31%
2022-05-05,4078500000,5.92%
2022-05-04,3850400000,-0.55%
2022-05-03,3871500000,0.43%
2022-05-02,3854800000,-1.81%
2022-04-29,3926000000,-2.36%
2022-04-28,4020900000,0.08%
2022-04-27,4017800000,0.52%
2022-04-26,3997000000,-3.17%
2022-04-25,4128000000,1.74%
2022-04-22,4057300000,-1.22%
2022-04-21,4107600000,-3.59%
2022-04-20,4260700000,-0.27%
2022-04-19,4272300000,0.80%
2022-04-18,4238200000,-0.84%
2022-04-14,4274300000,1.24%
2022-04-13,4221899999,1.28%
2022-04-12,4168399999,0.35%
2022-04-11,4153899999,-0.41%
2022-04-08,4171100000,-0.99%
2022-04-07,4212700000,-0.58%
2022-04-06,4237399999,-1.18%
2022-04-05,4288100000,-2.21%
2022-04-04,4385200000,1.58%
2022-04-01,4317100000,-0.61%
2022-03-31,4343800000,-0.14%
2022-03-30,4350100000,2.50%
2022-03-29,4244200000,0.30%
2022-03-28,4231600000,1.00%
2022-03-25,4189500000,0.11%
2022-03-24,4184899999,0.55%
2022-03-23,4161899999,-0.77%
2022-03-22,4194100000,0.87%
2022-03-21,4157800000,1.04%
2022-03-18,4115100000,-0.69%
2022-03-17,4143500000,-0.54%
2022-03-16,4165800000,1.38%
2022-03-15,4109100000,0.87%
2022-03-14,4073500000,0.07%
2022-03-11,4070600000,-2.36%
2022-03-10,4168899999,1.94%
2022-03-09,4089500000,4.77%
2022-03-08,3903200000,1.99%
2022-03-07,3827000000,-3.55%
2022-03-04,3967900000,-2.59%
2022-03-03,4073200000,-1.99%
2022-03-02,4156100000,-0.49%
2022-03-01,4176399999,-0.32%
2022-02-28,4189700000,-0.53%
2022-02-25,4212000000,0.33%
2022-02-24,4198200000,0.81%
2022-02-23,4164300000,-1.48%
2022-02-22,4227000000,-1.86%
2022-02-18,4307000000,0.22%
2022-02-17,4297500000,-1.70%
2022-02-16,4371900000,0.75%
2022-02-15,4339400000,2.15%
2022-02-14,4248100000,0.29%
2022-02-11,4235800000,-0.78%
2022-02-10,4268899999,1.22%
2022-02-09,4217600000,1.40%
2022-02-08,4159200000,-0.18%
2022-02-07,4166500000,1.95%
2022-02-04,4086800000,2.84%
2022-02-03,3974000000,-1.22%
2022-02-02,4023100000,0.56%
2022-02-01,4000600000,-0.53%
2022-01-31,4021900000,2.94%
2022-01-28,3907100000,1.10%
2022-01-27,3864700000,-1.36%
2022-01-26,3918000000,-0.83%
2022-01-25,3950900000,-1.64%
2022-01-24,4016800000,1.46%
2022-01-21,3958900000,-1.48%
2022-01-20,4018300000,0.25%
2022-01-19,4008300000,-0.68%
2022-01-18,4035700000,-0.45%
2022-01-14,4054100000,-1.14%
2022-01-13,4100899999,0.98%
2022-01-12,4061100000,-0.82%
2022-01-11,4094800000,0.88%
2022-01-10,4059200000,-0.48%
2022-01-07,4078800000,-1.10%
2022-01-06,4124100000,0.61%
2022-01-05,4099200000,-2.83%
2022-01-04,4218800000,-1.67%
2022-01-03,4290500000,1.98%
2021-12-31,4207399999,0.05%
2021-12-30,4205200000,0.36%
2021-12-29,4190200000,-0.75%
2021-12-28,4221899999,0.34%
2021-12-27,4207700000,-0.19%
2021-12-23,4215899999,3.27%
2021-12-22,4082500000,-0.20%
2021-12-21,4090700000,3.37%
2021-12-20,3957200000,-0.80%
2021-12-17,3989200000,2.18%
2021-12-16,3904200000,-0.79%
2021-12-15,3935200000,-0.16%
2021-12-14,3941500000,-2.04%
2021-12-13,4023600000,-1.50%
2021-12-10,4084900000,-1.02%
2021-12-09,4127000000,-1.55%
2021-12-08,4191899999,-0.77%
2021-12-07,4224600000,1.20%
2021-12-06,4174700000,0.04%
2021-12-03,4173000000,-1.90%
2021-12-02,4253700000,4.67%
2021-12-01,4064000000,-2.59%
2021-11-30,4172100000,-1.04%
2021-11-29,4215899999,0.84%
2021-11-26,4180800000,-3.45%
2021-11-24,4330400000,-0.16%
2021-11-23,4337200000,1.13%
2021-11-22,4288800000,-0.91%
2021-11-19,4328000000,-1.69%
2021-11-18,4402400000,-2.22%
2021-11-17,4502200000,-1.70%
2021-11-16,4580100000,-1.47%
2021-11-15,4648200000,0.65%
2021-11-12,4618200000,-2.50%
2021-11-11,4736600000,1.49%
2021-11-10,4667100000,-2.32%
2021-11-09,4778000000,-1.35%
2021-11-08,4843600000,0.12%
2021-11-05,4837600000,3.45%
2021-11-04,4676200000,0.46%
2021-11-03,4654800000,-2.63%
2021-11-02,4780600000,0.49%
2021-11-01,4757200000,4.09%
2021-10-29,4570300000,0.83%
2021-10-28,4532700000,2.07%
2021-10-27,4440600000,-0.90%
2021-10-26,4481100000,0.55%
2021-10-25,4456800000,1.54%
2021-10-22,4389200000,-1.24%
2021-10-21,4444500000,-0.79%
2021-10-20,4479900000,-0.87%
2021-10-19,4519200000,-0.51%
2021-10-18,4542400000,0.26%
2021-10-15,4530800000,-1.59%
2021-10-14,4603900000,1.34%
2021-10-13,4542800000,-0.85%
2021-10-12,4581700000,1.68%
2021-10-11,4506000000,-0.36%
2021-10-08,4522400000,-0.91%
2021-10-07,4564100000,-0.05%
2021-10-06,4566500000,0.04%
2021-10-05,4564600000,0.43%
2021-10-04,4545000000,-1.46%
2021-10-01,4612300000,2.85%
2021-09-30,4484500000,-1.79%
2021-09-29,4566200000,-0.97%
2021-09-28,4610900000,-1.05%
2021-09-27,4659600000,0.47%
2021-09-24,4637600000,0.63%
2021-09-23,4608400000,2.29%
2021-09-22,4505200000,2.15%
2021-09-21,4410200000,0.01%
2021-09-20,4409700000,-1.42%
2021-09-17,4473200000,2.75%
2021-09-16,4353300000,
2021-09-15,4353300000,-0.34%
2021-09-14,4368000000,0.82%
2021-09-13,4332600000,2.65%
2021-09-10,4220700000,-0.77%
2021-09-09,4253500000,-1.85%
2021-09-08,4333800000,-0.44%
2021-09-07,4353100000,-2.12%
2021-09-03,4447600000,0.37%
2021-09-02,4431400000,0.86%
2021-09-01,4393600000,0.78%
2021-08-31,4359800000,1.48%
2021-08-30,4296100000,-1.03%
2021-08-27,4341000000,2.46%
2021-08-26,4236600000,2.56%
2021-08-25,4130700000,4.05%
2021-08-24,3969800000,-0.36%
2021-08-23,3984100000,2.44%
2021-08-20,3889300000,2.06%
2021-08-19,3810700000,1.67%
2021-08-18,3748000000,0.05%
2021-08-17,3746300000,0.58%
2021-08-16,3724600000,0.05%
2021-08-13,3722900000,-0.78%
2021-08-12,3752100000,-1.64%
2021-08-11,3814800000,0.59%
2021-08-10,3792300000,-0.13%
2021-08-09,3797200000,-1.28%
2021-08-06,3846400000,0.42%
2021-08-05,3830400000,1.69%
2021-08-04,3766800000,-1.88%
2021-08-03,3838900000,-1.72%
2021-08-02,3906200000,-0.47%
2021-07-30,3924700000,-1.03%
2021-07-29,3965500000,-0.50%
2021-07-28,3985500000,0.30%
2021-07-27,3973500000,-0.46%
2021-07-26,3992000000,1.10%
2021-07-23,3948600000,0.21%
2021-07-22,3940400000,-0.16%
2021-07-21,3946900000,1.44%
2021-07-20,3891000000,0.80%
2021-07-19,3860100000,-3.02%
2021-07-16,3980400000,-1.62%
2021-07-15,4045800000,0.67%
2021-07-14,4018800000,-2.48%
2021-07-13,4121000000,-1.57%
2021-07-12,4186899999,0.41%
2021-07-09,4170000000,2.08%
2021-07-08,4085100000,-0.30%
2021-07-07,4097399999,-0.20%
2021-07-06,4105600000,-1.66%
2021-07-02,4174800000,-0.06%
2021-07-01,4177500000,0.38%
2021-06-30,4161800000,-0.89%
2021-06-29,4199200000,-1.45%
2021-06-28,4261200000,0.08%
2021-06-25,4257800000,1.37%
2021-06-24,4200200000,0.42%
2021-06-23,4182500000,0.41%
2021-06-22,4165399999,-0.33%
2021-06-21,4179399999,2.06%
2021-06-18,4095200000,-0.84%
2021-06-17,4129700000,-1.05%
2021-06-16,4173399999,-0.36%
2021-06-15,4188300000,-1.17%
2021-06-14,4237800000,-0.81%
2021-06-11,4272500000,-0.06%
2021-06-10,4275200000,0.32%
2021-06-09,4261600000,0.96%
2021-06-08,4220899999,-0.03%
2021-06-07,4222300000,-0.66%
2021-06-04,4250300000,-0.82%
2021-06-03,4285500000,-0.69%
2021-06-02,4315400000,-2.07%
2021-06-01,4406800000,-1.25%
2021-05-28,4462500000,-1.12%
2021-05-27,4512900000,-0.83%
2021-05-26,4550600000,-0.89%
2021-05-25,4591300000,-0.74%
2021-05-24,4625300000,-0.13%
2021-05-21,4631100000,0.38%
2021-05-20,4613500000,0.52%
2021-05-19,4589600000,2.45%
2021-05-18,4479900000,1.52%
2021-05-17,4412900000,-1.31%
2021-05-14,4471700000,2.66%
2021-05-13,4355700000,0.37%
2021-05-12,4339500000,-1.40%
2021-05-11,4401300000,0.73%
2021-05-10,4369200000,-1.57%
2021-05-07,4438900000,1.80%
2021-05-06,4360500000,-0.34%
2021-05-05,4375200000,-0.32%
2021-05-04,4389200000,-1.49%
2021-05-03,4455800000,-0.04%
2021-04-30,4457700000,0.03%
2021-04-29,4456500000,0.39%
2021-04-28,4439100000,-0.26%
2021-04-27,4450500000,
2021-04-26,4450700000,0.77%
2021-04-23,4416700000,-0.38%
2021-04-22,4433600000,2.14%
2021-04-21,4340800000,1.92%
2021-04-20,4259000000,-1.40%
2021-04-19,4319500000,1.49%
2021-04-16,4255899999,0.59%
2021-04-15,4231000000,-1.64%
2021-04-14,4301400000,-1.08%
2021-04-13,4348500000,-0.95%
2021-04-12,4390000000,-1.03%
2021-04-09,4435800000,-0.71%
2021-04-08,4467400000,-0.07%
2021-04-07,4470700000,-1.14%
2021-04-06,4522100000,2.80%
2021-04-05,4398900000,-0.34%
2021-04-01,4414100000,1.99%
2021-03-31,4328000000,0.48%
2021-03-30,4307500000,0.73%
2021-03-29,4276399999,-0.07%
2021-03-26,4279500000,-2.91%
2021-03-25,4407800000,1.22%
2021-03-24,4354700000,-2.69%
2021-03-23,4475100000,-1.90%
2021-03-22,4561900000,-1.41%
2021-03-19,4627000000,-1.66%
2021-03-18,4704900000,-1.81%
2021-03-17,4791500000,-0.15%
2021-03-16,4798500000,-1.15%
2021-03-15,4854200000,1.10%
2021-03-12,4801600000,0.47%
2021-03-11,4779000000,1.53%
2021-03-10,4706800000,-1.64%
2021-03-09,4785500000,-0.78%
2021-03-08,4823300000,0.14%
2021-03-05,4816600000,0.86%
2021-03-04,4775300000,-2.41%
2021-03-03,4893000000,1.08%
2021-03-02,4840900000,-2.00%
2021-03-01,4939800000,6.49%
2021-02-26,4638800000,0.56%
2021-02-25,4613000000,-2.05%
2021-02-24,4709700000,0.53%
2021-02-23,4684700000,-0.68%
2021-02-22,4716700000,1.86%
2021-02-19,4630600000,3.34%
2021-02-18,4480900000,0.50%
2021-02-17,4458700000,1.17%
2021-02-16,4407300000,2.03%
2021-02-12,4319500000,-0.82%
2021-02-11,4355200000,0.34%
2021-02-10,4340500000,1.26%
2021-02-09,4286700000,-1.40%
2021-02-08,4347500000,2.38%
2021-02-05,4246500000,0.55%
2021-02-04,4223100000,2.60%
2021-02-03,4116200000,0.35%
2021-02-02,4101899999,2.20%
2021-02-01,4013600000,2.82%
2021-01-29,3903400000,-1.41%
2021-01-28,3959100000,-0.01%
2021-01-27,3959600000,-5.05%
2021-01-26,4170300000,0.02%
2021-01-25,4169600000,-0.81%
2021-01-22,4203600000,-0.73%
2021-01-21,4234700000,-1.00%
2021-01-20,4277600000,-1.32%
2021-01-19,4334800000,2.89%
2021-01-15,4213200000,-0.18%
2021-01-14,4221000000,-0.21%
2021-01-13,4229899999,-0.83%
2021-01-12,4265300000,-1.80%
2021-01-11,4343400000,-1.32%
2021-01-08,4401300000,-1.07%
2021-01-07,4448800000,-1.03%
2021-01-06,4494900000,2.51%
2021-01-05,4384700000,1.51%
2021-01-04,4319600000,-2.69%
2020-12-31,4438900000,-1.11%
2020-12-30,4488600000,0.91%
2020-12-29,4448100000,0.91%
2020-12-28,4408100000,3.10%
2020-12-24,4275500000,-0.11%
2020-12-23,4280300000,1.11%
2020-12-22,4233300000,-0.76%
2020-12-21,4265800000,-0.24%
2020-12-18,4276200000,-0.67%
2020-12-17,4304900000,0.08%
2020-12-16,4301300000,-0.75%
2020-12-15,4334000000,1.33%
2020-12-14,4277100000,-2.20%
2020-12-11,4373300000,1.18%
2020-12-10,4322500000,1.01%
2020-12-09,4279100000,-0.30%
2020-12-08,4291899999,0.62%
2020-12-07,4265600000,-0.64%
2020-12-04,4293100000,0.30%
2020-12-03,4280300000,0.02%
2020-12-02,4279300000,2.77%
2020-12-01,4163800000,1.94%
2020-11-30,4084500000,-1.83%
2020-11-27,4160700000,0.08%
2020-11-25,4157500000,-1.60%
2020-11-24,4225100000,2.07%
2020-11-23,4139500000,0.97%
2020-11-20,4099700000,-1.15%
2020-11-19,4147200000,1.71%
2020-11-18,4077300000,-2.39%
2020-11-17,4177300000,-0.86%
2020-11-16,4213500000,1.01%
2020-11-13,4171500000,0.62%
2020-11-12,4145700000,-0.28%
2020-11-11,4157500000,0.12%
2020-11-10,4152500000,2.38%
2020-11-09,4055800000,11.53%
2020-11-06,3636500000,-0.97%
2020-11-05,3672200000,1.72%
2020-11-04,3610100000,0.35%
2020-11-03,3597400000,2.59%
2020-11-02,3506700000,3.17%
2020-10-30,3399100000,-0.87%
2020-10-29,3429100000,0.11%
2020-10-28,3425300000,-2.69%
2020-10-27,3519900000,-3.08%
2020-10-26,3631700000,-2.69%
2020-10-23,3732200000,2.39%
2020-10-22,3645100000,1.93%
2020-10-21,3576000000,1.17%
2020-10-20,3534500000,1.38%
2020-10-19,3486500000,-0.84%
2020-10-16,3516000000,-1.53%
2020-10-15,3570700000,-1.00%
2020-10-14,3606700000,0.12%
2020-10-13,3602400000,0.10%
2020-10-12,3598800000,0.01%
2020-10-09,3598300000,-0.20%
2020-10-08,3605500000,0.01%
2020-10-07,3605300000,0.90%
2020-10-06,3573100000,-0.13%
2020-10-05,3577700000,-1.09%
2020-10-02,3617300000,0.09%
2020-10-01,3614200000,0.08%
2020-09-30,3611300000,-1.27%
2020-09-29,3657600000,-0.31%
2020-09-28,3669100000,1.27%
2020-09-25,3623000000,2.30%
2020-09-24,3541700000,2.27%
2020-09-23,3463200000,-2.06%
2020-09-22,3535900000,-0.38%
2020-09-21,3549400000,-3.21%
2020-09-18,3667000000,-4.04%
2020-09-17,3821500000,-2.37%
2020-09-16,3914400000,1.31%
2020-09-15,3863700000,1.63%
2020-09-14,3801800000,-0.06%
2020-09-11,3804200000,-2.74%
2020-09-10,3911500000,-0.01%
2020-09-09,3911700000,-1.95%
2020-09-08,3989300000,-0.13%
2020-09-04,3994300000,-0.13%
2020-09-03,3999300000,0.01%
2020-09-02,3999100000,1.18%
2020-09-01,3952300000,0.42%
2020-08-31,3935700000,-4.34%
2020-08-28,4114100000,2.62%
2020-08-27,4009200000,2.84%
2020-08-26,3898600000,-1.25%
2020-08-25,3947800000,-0.72%
2020-08-24,3976600000,4.25%
2020-08-21,3814600000,-1.02%
2020-08-20,3854000000,0.40%
2020-08-19,3838600000,1.65%
2020-08-18,3776300000,-0.35%
2020-08-17,3789700000,-4.02%
2020-08-14,3948500000,-1.57%
2020-08-13,4011400000,0.72%
2020-08-12,3982600000,1.25%
2020-08-11,3933600000,2.54%
2020-08-10,3836200000,0.15%
2020-08-07,3830500000,0.72%
2020-08-06,3803100000,0.30%
2020-08-05,3791600000,1.50%
2020-08-04,3735500000,1.28%
2020-08-03,3688200000,0.02%
2020-07-31,3687300000,-0.30%
2020-07-30,3698300000,3.36%
2020-07-29,3578100000,0.14%
2020-07-28,3573100000,0.15%
2020-07-27,3567800000,-2.36%
2020-07-24,3654100000,-0.13%
2020-07-23,3658700000,-0.65%
2020-07-22,3682700000,-1.77%
2020-07-21,3749200000,0.12%
2020-07-20,3744600000,-0.98%
2020-07-17,3781500000,-0.12%
2020-07-16,3786100000,0.42%
2020-07-15,3770300000,5.42%
2020-07-14,3576400000,0.26%
2020-07-13,3567300000,-1.89%
2020-07-10,3636200000,2.32%
2020-07-09,3553600000,-1.01%
2020-07-08,3589800000,0.41%
2020-07-07,3575000000,-2.11%
2020-07-06,3652200000,2.82%
2020-07-02,3552200000,-0.78%
2020-07-01,3580300000,1.59%
2020-06-30,3524100000,-0.29%
2020-06-29,3534400000,1.35%
2020-06-26,3487200000,-3.14%
2020-06-25,3600200000,-0.79%
2020-06-24,3629000000,-3.37%
2020-06-23,3755400000,0.58%
2020-06-22,3733600000,-2.12%
2020-06-19,3814600000,-1.80%
2020-06-18,3884700000,-1.40%
2020-06-17,3939900000,-0.47%
2020-06-16,3958600000,0.12%
2020-06-15,3954000000,0.70%
2020-06-12,3926500000,-0.10%
2020-06-11,3930500000,-3.89%
2020-06-10,4089400000,-1.81%
2020-06-09,4164899999,-3.56%
2020-06-08,4318500000,1.43%
2020-06-05,4257500000,1.52%
2020-06-04,4193700000,-1.37%
2020-06-03,4251800000,3.45%
2020-06-02,4110000000,1.28%
2020-06-01,4058200000,-0.87%
2020-05-29,4093700000,2.10%
2020-05-28,4009500000,-1.46%
2020-05-27,4069000000,0.66%
2020-05-26,4042300000,0.93%
2020-05-22,4005100000,-0.38%
2020-05-21,4020500000,-1.28%
2020-05-20,4072800000,1.39%
2020-05-19,4017100000,1.01%
2020-05-18,3976800000,6.34%
2020-05-15,3739800000,0.63%
2020-05-14,3716500000,0.54%
2020-05-13,3696400000,-3.70%
2020-05-12,3838600000,-1.03%
2020-05-11,3878700000,-6.35%
2020-05-08,4141800000,2.41%
2020-05-07,4044400000,0.60%
2020-05-06,4020400000,-0.26%
2020-05-05,4030900000,0.85%
2020-05-04,3997100000,-0.55%
2020-05-01,4019400000,-2.20%
2020-04-30,4109800000,-3.63%
2020-04-29,4264800000,-0.25%
2020-04-28,4275600000,0.47%
2020-04-27,4255700000,1.91%
2020-04-24,4176100000,-1.30%
2020-04-23,4231000000,2.50%
2020-04-22,4127800000,0.61%
2020-04-21,4102899999,-6.25%
2020-04-20,4376600000,-23.09%
2020-04-17,5690700000,3.18%
2020-04-16,5515400000,-0.24%
2020-04-15,5528800000,-0.01%
2020-04-14,5529300000,-1.02%
2020-04-13,5586400000,-3.83%
2020-04-09,5809000000,2.24%
2020-04-08,5681600000,5.38%
2020-04-07,5391600000,5.22%
2020-04-06,5123900000,3.25%
2020-04-03,4962400000,0.33%
2020-04-02,4945900000,-1.01%
2020-04-01,4996300000,-1.48%
2020-03-31,5071600000,-6.21%
2020-03-30,5407400000,-4.72%
2020-03-27,5675400000,0.98%
2020-03-26,5620500000,1.04%
2020-03-25,5562400000,10.66%
2020-03-24,5026500000,9.56%
2020-03-23,4587700000,-3.32%
2020-03-20,4745300000,-3.19%
2020-03-19,4901700000,4.31%
2020-03-18,4699300000,-3.49%
2020-03-17,4869100000,3.37%
2020-03-16,4710300000,-11.27%
2020-03-13,5308800000,12.05%
2020-03-12,4737900000,-10.23%
2020-03-11,5277900000,-9.53%
2020-03-10,5833700000,9.54%
2020-03-09,5325400000,-10.38%
2020-03-06,5942200000,-1.64%
2020-03-05,6041000000,-4.18%
2020-03-04,6304400000,1.72%
2020-03-03,6197900000,-2.65%
2020-03-02,6366800000,-0.90%
2020-02-28,6424800000,1.80%
2020-02-27,6311300000,-4.28%
2020-02-26,6593700000,-4.69%
2020-02-25,6918500000,-4.81%
2020-02-24,7268000000,-2.43%
2020-02-21,7448700000,-0.87%
2020-02-20,7514400000,-0.14%
2020-02-19,7525200000,1.05%
2020-02-18,7447000000,0.96%
2020-02-14,7376500000,0.12%
2020-02-13,7367400000,-0.07%
2020-02-12,7372600000,1.45%
2020-02-11,7267300000,0.47%
2020-02-10,7233000000,2.78%
2020-02-07,7037500000,-1.12%
2020-02-06,7116900000,0.01%
2020-02-05,7115900000,0.08%
2020-02-04,7109900000,1.29%
2020-02-03,7019200000,-0.77%
2020-01-31,7073900000,-0.28%
2020-01-30,7093500000,-0.33%
2020-01-29,7117100000,0.13%
2020-01-28,7108000000,1.02%
2020-01-27,7036400000,-0.71%
2020-01-24,7086500000,0.21%
2020-01-23,7071700000,-1.34%
2020-01-22,7167700000,-0.68%
2020-01-21,7216900000,-0.94%
2020-01-17,7285500000,0.07%
2020-01-16,7280200000,1.62%
2020-01-15,7163900000,0.08%
2020-01-14,7158400000,0.25%
2020-01-13,7140500000,0.54%
2020-01-10,7102300000,-0.42%
2020-01-09,7132400000,0.38%
2020-01-08,7105200000,-0.44%
2020-01-07,7136900000,-0.11%
2020-01-06,7144800000,
2020-01-03,7144800000,0.70%
2020-01-02,7095100000,0.98%
2019-12-31,7026100000,-0.43%
2019-12-30,7056400000,-0.26%
2019-12-27,7074800000,-0.34%
2019-12-26,7099000000,1.01%
2019-12-24,7027800000,0.15%
2019-12-23,7017000000,-0.17%
2019-12-20,7028700000,1.42%
2019-12-19,6930100000,1.71%
2019-12-18,6813800000,-0.40%
2019-12-17,6841000000,1.15%
2019-12-16,6762900000,0.66%
2019-12-13,6718300000,0.84%
2019-12-12,6662100000,1.84%
2019-12-11,6542000000,-0.27%
2019-12-10,6559700000,-0.52%
2019-12-09,6594300000,-3.37%
2019-12-06,6824100000,2.29%
